Radiotherapy,Gender,Marital status,Race,Pathologic grade,Histologic type,T staging,N staging,Chemotherapy,RNE,CEA,Tumor size (cm),HR Total
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N0,Yes,<12,NOS,≤5cm,2.3190578651795994
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N0,Yes,<12,NOS,>5cm,2.5300921309109428
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N0,Yes,<12,NOS,NOS,2.8524411741709073
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N0,Yes,≥12,Negative,≤5cm,1.2863381549579997
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N0,Yes,≥12,Negative,>5cm,1.4033949270591777
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N0,Yes,≥12,Negative,NOS,1.5821959305983397
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N0,Yes,≥12,Positive,≤5cm,1.9012077930279236
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N0,Yes,≥12,Positive,>5cm,2.0742177021934647
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N0,Yes,≥12,Positive,NOS,2.3384855854243463
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N0,Yes,≥12,NOS,≤5cm,1.6349357949516174
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N0,Yes,≥12,NOS,>5cm,1.7837149522922147
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N0,Yes,≥12,NOS,NOS,2.0109710277904895
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N0,Yes,NOS,Negative,≤5cm,2.7058716082308
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N0,Yes,NOS,Negative,>5cm,2.952105924579803
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N0,Yes,NOS,Negative,NOS,3.328222078123884
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N0,Yes,NOS,Positive,≤5cm,3.9992782369651225
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N0,Yes,NOS,Positive,>5cm,4.363212556528948
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N0,Yes,NOS,Positive,NOS,4.919112231467101
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N0,Yes,NOS,NOS,≤5cm,3.439162814061347
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N0,Yes,NOS,NOS,>5cm,3.7521266301409293
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N0,Yes,NOS,NOS,NOS,4.230170261295457
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,No,<12,Negative,≤5cm,4.5686474516999995
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,No,<12,Negative,>5cm,4.9843943698047
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,No,<12,Negative,NOS,5.619436365591
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,No,<12,Positive,≤5cm,6.752460933612599
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,No,<12,Positive,>5cm,7.366934878571345
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,No,<12,Positive,NOS,8.305526948343497
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,No,<12,NOS,≤5cm,5.806750911110699
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,No,<12,NOS,>5cm,6.3351652440217725
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,No,<12,NOS,NOS,7.142303620666159
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,No,≥12,Negative,≤5cm,3.2208964534484994
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,No,≥12,Negative,>5cm,3.5139980307123126
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,No,≥12,Negative,NOS,3.961702637741654
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,No,≥12,Positive,≤5cm,4.760484958196882
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,No,≥12,Positive,>5cm,5.193689089392798
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,No,≥12,Positive,NOS,5.855396498582165
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,No,≥12,NOS,≤5cm,4.093759392333043
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,No,≥12,NOS,>5cm,4.46629149703535
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,No,≥12,NOS,NOS,5.035324052569643
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,No,NOS,Negative,≤5cm,6.7753041708711
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,No,NOS,Negative,>5cm,7.391856850420369
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,No,NOS,Negative,NOS,8.333624130171453
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,No,NOS,Positive,≤5cm,10.013899564547485
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,No,NOS,Positive,>5cm,10.925164424921306
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,No,NOS,Positive,NOS,12.317096464393407
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,No,NOS,NOS,≤5cm,8.611411601177167
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,No,NOS,NOS,>5cm,9.395050056884289
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,No,NOS,NOS,NOS,10.592036269447915
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,<12,Negative,≤5cm,3.4904466530988
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,<12,Negative,>5cm,3.8080772985307907
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,<12,Negative,NOS,4.293249383311524
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,<12,Positive,≤5cm,5.158880153280026
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,<12,Positive,>5cm,5.628338247228508
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,<12,Positive,NOS,6.345422588534432
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,<12,NOS,≤5cm,4.436357696088574
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,<12,NOS,>5cm,4.8400662464326345
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,<12,NOS,NOS,5.456719966188946
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,≥12,Negative,≤5cm,2.4607648904346537
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,≥12,Negative,>5cm,2.6846944954642074
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,≥12,Negative,NOS,3.026740815234624
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,≥12,Positive,≤5cm,3.637010508062418
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,≥12,Positive,>5cm,3.967978464296098
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,≥12,Positive,NOS,4.473522924916774
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,≥12,NOS,≤5cm,3.127632175742445
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,≥12,NOS,>5cm,3.4122467037350073
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,≥12,NOS,NOS,3.846987576163207
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,NOS,Negative,≤5cm,5.17633238654552
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,NOS,Negative,>5cm,5.6473786337211624
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,NOS,Negative,NOS,6.36688883545099
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,NOS,Positive,≤5cm,7.650619267314279
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,NOS,Positive,>5cm,8.346825620639878
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,NOS,Positive,NOS,9.410261698796562
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,NOS,NOS,≤5cm,6.579118463299356
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,NOS,NOS,>5cm,7.177818243459597
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T1-2,N+,Yes,NOS,NOS,NOS,8.092315709858207
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,No,<12,Negative,≤5cm,4.7071636839
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,No,<12,Negative,>5cm,5.1355155791349
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,No,<12,Negative,NOS,5.789811331197
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,No,<12,Positive,≤5cm,6.957187924804201
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,No,<12,Positive,>5cm,7.590292025961382
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,No,<12,Positive,NOS,8.557341147509167
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,No,<12,NOS,≤5cm,5.9828050422369
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,No,<12,NOS,>5cm,6.527240301080458
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,No,<12,NOS,NOS,7.358850201951387
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,No,≥12,Negative,≤5cm,3.3185503971495
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,No,≥12,Negative,>5cm,3.6205384832901046
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,No,≥12,Negative,NOS,4.081816988493885
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,No,≥12,Positive,≤5cm,4.904817486986961
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,No,≥12,Positive,>5cm,5.351155878302775
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,No,≥12,Positive,NOS,6.032925508993962
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,No,≥12,NOS,≤5cm,4.217877554777014
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,No,≥12,NOS,>5cm,4.601704412261722
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,No,≥12,NOS,NOS,5.187989392375727
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,No,NOS,Negative,≤5cm,6.980723743223701
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,No,NOS,Negative,>5cm,7.6159696038570575
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,No,NOS,Negative,NOS,8.586290204165152
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,No,NOS,Positive,≤5cm,10.317509692484629
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,No,NOS,Positive,>5cm,11.25640307450073
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,No,NOS,Positive,NOS,12.690536921756093
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,No,NOS,NOS,≤5cm,8.872499877637322
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,No,NOS,NOS,>5cm,9.679897366502319
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,No,NOS,NOS,NOS,10.913174849493906
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,<12,Negative,≤5cm,3.5962730544996
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,<12,Negative,>5cm,3.9235339024590634
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,<12,Negative,NOS,4.423415857034508
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,<12,Positive,≤5cm,5.315291574550408
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,<12,Positive,>5cm,5.798983107834496
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,<12,Positive,NOS,6.537808636697002
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,<12,NOS,≤5cm,4.570863052268991
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,<12,NOS,>5cm,4.986811590025469
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,<12,NOS,NOS,5.622161554290859
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,≥12,Negative,≤5cm,2.535372503422218
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,≥12,Negative,>5cm,2.7660914012336395
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,≥12,Negative,NOS,3.118508179209328
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,≥12,Positive,≤5cm,3.747280560058038
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,≥12,Positive,>5cm,4.088283091023319
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,≥12,Positive,NOS,4.609155088871387
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,≥12,NOS,≤5cm,3.2224584518496386
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,≥12,NOS,>5cm,3.5157021709679555
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,≥12,NOS,NOS,3.9636238957750556
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,NOS,Negative,≤5cm,5.3332729398229075
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,NOS,Negative,>5cm,5.818600777346792
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,NOS,Negative,NOS,6.559925715982176
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,NOS,Positive,≤5cm,7.8825774050582575
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,NOS,Positive,>5cm,8.59989194891856
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,NOS,Positive,NOS,9.695570208221657
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,NOS,NOS,≤5cm,6.778589906514915
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,NOS,NOS,>5cm,7.395441588007772
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N0,Yes,NOS,NOS,NOS,8.337665585013346
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,No,<12,Negative,≤5cm,9.0048041273007
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,No,<12,Negative,>5cm,9.824241302885063
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,No,<12,Negative,NOS,11.07590907657986
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,No,<12,Positive,≤5cm,13.309100500150434
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,No,<12,Positive,>5cm,14.520228645664123
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,No,<12,Positive,NOS,16.370193615185034
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,No,<12,NOS,≤5cm,11.44510604579919
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,No,<12,NOS,>5cm,12.486610695966915
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,No,<12,NOS,NOS,14.077480436333003
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,No,≥12,Negative,≤5cm,6.348386909746993
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,No,≥12,Negative,>5cm,6.926090118533969
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,No,≥12,Negative,NOS,7.8085158989888015
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,No,≥12,Positive,≤5cm,9.382915852606056
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,No,≥12,Positive,>5cm,10.236761195193207
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,No,≥12,Positive,NOS,11.540986498705449
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,No,≥12,NOS,≤5cm,8.068799762288428
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,No,≥12,NOS,>5cm,8.803060540656675
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,No,≥12,NOS,NOS,9.924623707614767
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,No,NOS,Negative,≤5cm,13.35412452078694
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,No,NOS,Negative,>5cm,14.56934985217855
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,No,NOS,Negative,NOS,16.425573160567936
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,No,NOS,Positive,≤5cm,19.737396041723095
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,No,NOS,Positive,>5cm,21.533499081519896
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,No,NOS,Positive,NOS,24.276997131319405
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,No,NOS,NOS,≤5cm,16.973092265920197
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,No,NOS,NOS,>5cm,18.517643662118935
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,No,NOS,NOS,NOS,20.876903487081844
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,<12,Negative,≤5cm,6.879670353257735
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,<12,Negative,>5cm,7.505720355404189
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,<12,Negative,NOS,8.461994534507014
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,<12,Positive,≤5cm,10.168152782114932
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,<12,Positive,>5cm,11.09345468528739
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,<12,Positive,NOS,12.506827922001365
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,<12,NOS,≤5cm,8.74406101899058
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,<12,NOS,>5cm,9.539770571718723
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,<12,NOS,NOS,10.755195053358413
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,≥12,Negative,≤5cm,4.850167599046703
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,≥12,Negative,>5cm,5.291532850559952
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,≥12,Negative,NOS,5.965706146827444
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,≥12,Positive,≤5cm,7.168547711391026
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,≥12,Positive,>5cm,7.820885553127609
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,≥12,Positive,NOS,8.817313685010962
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,≥12,NOS,≤5cm,6.164563018388359
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,≥12,NOS,>5cm,6.725538253061699
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,≥12,NOS,NOS,7.582412512617681
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,NOS,Negative,≤5cm,10.202551133881222
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,NOS,Negative,>5cm,11.130983287064414
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,NOS,Negative,NOS,12.549137894673903
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,NOS,Positive,≤5cm,15.079370575876446
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,NOS,Positive,>5cm,16.451593298281203
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,NOS,Positive,NOS,18.54762580832803
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,NOS,NOS,≤5cm,12.967442491163032
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,NOS,NOS,>5cm,14.147479757858868
nRT,Female,Unmarried/NOS,White,Grade III/IV,Adenocarcinomas,T3-4,N+,Yes,NOS,NOS,NOS,15.949954264130529
nRT,Female,Unmarried/NOS,White,Grade III/IV,MCC/SRCC,T1-2,N0,No,<12,Negative,≤5cm,3.7065033167999997
nRT,Female,Unmarried/NOS,White,Grade III/IV,MCC/SRCC,T1-2,N0,No,<12,Negative,>5cm,4.0437951186287995
nRT,Female,Unmarried/NOS,White,Grade III/IV,MCC/SRCC,T1-2,N0,No,<12,Negative,NOS,4.558999079664
nRT,Female,Unmarried/NOS,White,Grade III/IV,MCC/SRCC,T1-2,N0,No,<12,Positive,≤5cm,5.4782119022304
nRT,Female,Unmarried/NOS,White,Grade III/IV,MCC/SRCC,T1-2,N0,No,<12,Positive,>5cm,5.976729185333366
nRT,Female,Unmarried/NOS,White,Grade III/IV,MCC/SRCC,T1-2,N0,No,<12,Positive,NOS,6.738200639743392
nRT,Female,Unmarried/NOS,White,Grade III/IV,MCC/SRCC,T1-2,N0,No,<12,NOS,≤5cm,4.710965715652799
nRT,Female,Unmarried/NOS,White,Grade III/IV,MCC/SRCC,T1-2,N0,No,<12,NOS,>5cm,5.139663595777204
nRT,Female,Unmarried/NOS,White,Grade III/IV,MCC/SRCC,T1-2,N0,No,<12,NOS,NOS,5.794487830252943
nRT,Female,Unmarried/NOS,White,Grade III/IV,MCC/SRCC,T1-2,N0,No,≥12,Negative,≤5cm,2.6130848383439997
nRT,Female,Unmarried/NOS,White,Grade III/IV,MCC/SRCC,T1-2,N0,No,≥12,Negative,>5cm,2.8508755586333034
nRT,Female,Unmarried/NOS,White,Grade III/IV,MCC/SRCC,T1-2,N0,No,≥12,Negative,NOS,3.2140943511631197
nRT,Female,Unmarried/NOS,White,Grade III/IV,MCC/SRCC,T1-2,N0,No,≥12,Positive,≤5cm,3.8621393910724318
nRT,Female,Unmarried/NOS,White,Grade III/IV,MCC/SRCC,T1-2,N0,No,≥12,Positive,>5cm,4.213594075660023
nRT,Female,Unmarried/NOS,White,Grade III/IV,MCC/SRCC,T1-2,N0,No,≥12,Positive,NOS,4.750431451019091
nRT,Female,Unmarried/NOS,White,Grade III/IV,MCC/SRCC,T1-2,N0,No,≥12,NOS,≤5cm,3.3212308295352235
nRT,Female,Unmarried/NOS,White,Grade III/IV,MCC/SRCC,T1-2,N0,No,≥12,NOS,>5cm,3.623462835022929
nRT,Female,Unmarried/NOS,White,Grade III/IV,MCC/SRCC,T1-2,N0,No,≥12,NOS,NOS,4.085113920328325
nRT,Female,Unmarried/NOS,White,Grade III/IV,MCC/SRCC,T1-2,N0,No,NOS,Negative,≤5cm,5.4967444188144
